customer_id,full_name,national_id,age,employment_status,income_monthly,credit_score
11661,Customer 1660,9135128844V,48,employed,81369,661
11662,Customer 1661,9841183219V,34,employed,98457,711
11663,Customer 1662,9497853519V,18,employed,101330,680
11664,Customer 1663,9333291547V,29,government,95510,635
11665,Customer 1664,9576078963V,48,government,115470,750
11666,Customer 1665,9577488537V,35,employed,74647,664
11667,Customer 1666,9353524015V,25,business,127002,702
11668,Customer 1667,9489431174V,30,retired,45226,642
11669,Customer 1668,9206681214V,43,employed,54920,664
11670,Customer 1669,9836243579V,40,self,201130,642
11671,Customer 1670,9494422907V,33,business,260203,703
11672,Customer 1671,9684615760V,31,employed,88839,698
11673,Customer 1672,9792377512V,31,employed,130897,669
11674,Customer 1673,9485123110V,26,government,152524,678
11675,Customer 1674,9165015165V,51,contract,137643,659
11676,Customer 1675,9527499187V,32,retired,43628,702
11677,Customer 1676,9396225446V,47,government,172763,708
11678,Customer 1677,9303805386V,50,student,21781,698
11679,Customer 1678,9231167999V,45,employed,66566,713
11680,Customer 1679,9984968439V,31,business,217931,785
11681,Customer 1680,9588249062V,39,self,164538,656
11682,Customer 1681,9198433586V,35,employed,223516,677
11683,Customer 1682,9811642514V,26,student,12004,550
11684,Customer 1683,9327746886V,38,government,160968,718
11685,Customer 1684,9789024924V,23,employed,103608,660
11686,Customer 1685,9786650291V,47,contract,121334,612
11687,Customer 1686,9741180590V,30,employed,61180,566
11688,Customer 1687,9122932394V,37,employed,69489,768
11689,Customer 1688,9154308262V,38,employed,88965,657
11690,Customer 1689,9944814262V,32,retired,61579,778
11691,Customer 1690,9458102728V,41,student,20384,574
11692,Customer 1691,9361530104V,30,employed,146362,719
11693,Customer 1692,9235209737V,44,business,242152,674
11694,Customer 1693,9945011302V,22,employed,143983,705
11695,Customer 1694,9706210987V,36,retired,92376,629
11696,Customer 1695,9320337809V,54,self,120791,731
11697,Customer 1696,9173669588V,25,employed,71324,658
11698,Customer 1697,9991010113V,28,contract,144535,696
11699,Customer 1698,9921581473V,40,employed,95794,592
11700,Customer 1699,9695076080V,37,employed,156417,635
11701,Customer 1700,9322433532V,39,government,187212,722
11702,Customer 1701,9729624046V,40,unemployed,24567,550
11703,Customer 1702,9331875999V,41,employed,60154,707
11704,Customer 1703,9973008988V,46,employed,83272,692
11705,Customer 1704,9350180427V,39,employed,172910,790
11706,Customer 1705,9452788129V,33,self,91544,692
11707,Customer 1706,9931471931V,42,employed,123183,654
11708,Customer 1707,9258435089V,54,business,220706,646
11709,Customer 1708,9946799779V,34,unemployed,26963,632
11710,Customer 1709,9739930411V,25,self,113940,568
11711,Customer 1710,9103044648V,46,employed,111653,714
11712,Customer 1711,9397721596V,34,employed,107493,613
11713,Customer 1712,9255357534V,18,employed,154316,747
11714,Customer 1713,9239577989V,43,contract,112143,614
11715,Customer 1714,9680051935V,30,employed,109708,712
11716,Customer 1715,9369137895V,34,employed,163284,682
11717,Customer 1716,9957397689V,38,business,149677,587
11718,Customer 1717,9287364857V,37,employed,85934,718
11719,Customer 1718,9218032515V,42,business,99282,627
11720,Customer 1719,9809805235V,31,employed,80850,728
11721,Customer 1720,9127681228V,40,retired,54552,630
11722,Customer 1721,9241522640V,32,contract,139349,655
11723,Customer 1722,9115956152V,42,business,95592,672
11724,Customer 1723,9484659715V,41,unemployed,21885,524
11725,Customer 1724,9948239575V,26,employed,93732,763
11726,Customer 1725,9946571918V,46,self,86985,662
11727,Customer 1726,9355477113V,30,government,94699,675
11728,Customer 1727,9732276010V,43,government,133384,718
11729,Customer 1728,9447646966V,39,employed,112252,593
11730,Customer 1729,9116944811V,53,employed,141612,827
11731,Customer 1730,9287095435V,33,employed,128931,615
11732,Customer 1731,9384936197V,32,employed,72064,713
11733,Customer 1732,9156263020V,35,employed,163368,684
11734,Customer 1733,9236105947V,32,student,33155,651
11735,Customer 1734,9896413702V,43,employed,127936,691
11736,Customer 1735,9552002959V,19,employed,119633,642
11737,Customer 1736,9664880035V,24,government,124467,589
11738,Customer 1737,9222030010V,24,government,146534,593
11739,Customer 1738,9900651998V,45,contract,109024,626
11740,Customer 1739,9168244921V,52,government,87593,782
11741,Customer 1740,9611365210V,34,employed,98450,580
11742,Customer 1741,9581331845V,33,retired,54901,801
11743,Customer 1742,9935389432V,36,government,147685,765
11744,Customer 1743,9488736388V,47,employed,167732,599
11745,Customer 1744,9651085057V,26,government,116848,635
11746,Customer 1745,9737444033V,37,contract,70082,581
11747,Customer 1746,9217095851V,45,employed,99499,698
11748,Customer 1747,9585337126V,40,employed,87939,677
11749,Customer 1748,9640992677V,37,employed,106113,674
11750,Customer 1749,9337887233V,45,employed,150832,650
11751,Customer 1750,9760465943V,18,employed,77847,691
11752,Customer 1751,9146562851V,42,government,152834,750
11753,Customer 1752,9880871219V,28,employed,51924,672
11754,Customer 1753,9940983577V,18,contract,67546,600
11755,Customer 1754,9807491789V,40,retired,53410,750
11756,Customer 1755,9659903980V,49,government,190246,687
11757,Customer 1756,9423873102V,34,retired,54504,723
11758,Customer 1757,9591819409V,45,employed,31950,674
11759,Customer 1758,9790781796V,51,self,10000,725
11760,Customer 1759,9133447745V,48,business,162722,744
11761,Customer 1760,9165310776V,51,retired,72275,762
11762,Customer 1761,9614302907V,42,retired,67509,657
11763,Customer 1762,9531233244V,36,employed,126703,646
11764,Customer 1763,9557707813V,19,contract,136490,692
11765,Customer 1764,9836691577V,33,employed,98416,676
11766,Customer 1765,9215923129V,27,contract,125796,638
11767,Customer 1766,9626422169V,57,unemployed,10000,518
11768,Customer 1767,9864935082V,33,employed,83802,765
11769,Customer 1768,9576271425V,36,student,10000,642
11770,Customer 1769,9178910051V,41,employed,109006,673
11771,Customer 1770,9186748119V,35,employed,118150,641
11772,Customer 1771,9445864933V,52,self,105705,619
11773,Customer 1772,9753154389V,29,government,141857,708
11774,Customer 1773,9259272239V,37,contract,52898,663
11775,Customer 1774,9170525764V,28,business,144781,618
11776,Customer 1775,9235497187V,22,self,25128,585
11777,Customer 1776,9395296179V,29,retired,87265,695
11778,Customer 1777,9770355806V,35,unemployed,16964,612
11779,Customer 1778,9779760958V,31,employed,100445,684
11780,Customer 1779,9728530544V,28,unemployed,35889,545
11781,Customer 1780,9688793237V,21,employed,70310,612
11782,Customer 1781,9864668242V,34,retired,37488,652
11783,Customer 1782,9449165212V,20,employed,76151,733
11784,Customer 1783,9508992977V,43,employed,117285,605
11785,Customer 1784,9741444618V,36,employed,137265,786
11786,Customer 1785,9669681065V,20,business,219174,675
11787,Customer 1786,9416644047V,32,employed,222880,585
11788,Customer 1787,9587173220V,27,employed,30023,710
11789,Customer 1788,9642831335V,38,government,158262,727
11790,Customer 1789,9750072069V,48,contract,67715,614
11791,Customer 1790,9561923010V,18,employed,96543,736
11792,Customer 1791,9206492059V,36,employed,95209,643
11793,Customer 1792,9951580447V,33,employed,83649,718
11794,Customer 1793,9853529912V,42,employed,187381,678
11795,Customer 1794,9222851168V,37,retired,76846,673
11796,Customer 1795,9802992685V,27,retired,60464,771
11797,Customer 1796,9798916441V,32,government,180530,759
11798,Customer 1797,9925667446V,27,employed,59499,614
11799,Customer 1798,9691991695V,46,retired,33386,713
11800,Customer 1799,9873995963V,35,government,74661,814
11801,Customer 1800,9330879256V,54,retired,46012,772
11802,Customer 1801,9561784080V,34,business,172936,615
11803,Customer 1802,9584853393V,28,retired,62057,786
11804,Customer 1803,9345343109V,20,government,144480,756
11805,Customer 1804,9544328940V,18,employed,63558,617
11806,Customer 1805,9463925049V,19,unemployed,28032,572
11807,Customer 1806,9988434627V,38,government,147189,729
11808,Customer 1807,9586940738V,40,government,161992,635
11809,Customer 1808,9528133274V,19,employed,44290,722
11810,Customer 1809,9546665485V,44,government,149345,846
11811,Customer 1810,9883415470V,30,government,104367,782
11812,Customer 1811,9202097643V,36,employed,104107,690
11813,Customer 1812,9435596237V,51,employed,141375,663
11814,Customer 1813,9558234365V,44,government,142733,720
11815,Customer 1814,9435569630V,32,retired,42969,631
11816,Customer 1815,9814154134V,26,self,100314,631
11817,Customer 1816,9373685835V,18,employed,58739,562
11818,Customer 1817,9501902658V,28,business,252021,696
11819,Customer 1818,9263894795V,33,employed,111789,660
11820,Customer 1819,9837468465V,25,employed,164742,717
11821,Customer 1820,9609241268V,34,employed,98939,687
11822,Customer 1821,9172083844V,36,employed,99057,619
11823,Customer 1822,9197951867V,33,employed,89433,692
11824,Customer 1823,9993108266V,28,employed,155047,637
11825,Customer 1824,9191659287V,37,employed,91623,779
11826,Customer 1825,9200105056V,39,employed,145784,629
11827,Customer 1826,9563723880V,24,self,80877,632
11828,Customer 1827,9203685265V,49,self,10000,599
11829,Customer 1828,9899496315V,34,employed,97187,614
11830,Customer 1829,9893276164V,35,retired,36418,692
11831,Customer 1830,9500126515V,42,employed,121356,605
11832,Customer 1831,9971630639V,37,self,40480,649
11833,Customer 1832,9239710404V,45,employed,157039,706
11834,Customer 1833,9697398528V,38,employed,116357,655
11835,Customer 1834,9164404084V,29,government,134672,568
11836,Customer 1835,9729712082V,39,government,159677,780
11837,Customer 1836,9702998820V,24,contract,128556,656
11838,Customer 1837,9703102938V,36,government,139397,717
11839,Customer 1838,9453954673V,35,unemployed,12288,546
11840,Customer 1839,9819421270V,33,employed,49041,729
11841,Customer 1840,9231244840V,34,employed,92558,736
11842,Customer 1841,9541102414V,18,employed,95312,742
11843,Customer 1842,9479673044V,30,employed,124282,696
11844,Customer 1843,9814403943V,36,government,129646,617
11845,Customer 1844,9905611583V,37,business,215035,694
11846,Customer 1845,9554124989V,25,employed,95481,696
11847,Customer 1846,9874233009V,48,contract,87718,607
11848,Customer 1847,9155239803V,26,retired,83680,642
11849,Customer 1848,9408839723V,45,employed,133673,713
11850,Customer 1849,9744685429V,39,employed,117598,675
11851,Customer 1850,9435489452V,29,employed,95922,657
11852,Customer 1851,9477577220V,53,employed,94671,780
11853,Customer 1852,9211240259V,23,employed,85975,720
11854,Customer 1853,9720535283V,44,self,72950,686
11855,Customer 1854,9644830077V,45,employed,150227,753
11856,Customer 1855,9328426553V,28,employed,111124,700
11857,Customer 1856,9266140258V,49,unemployed,10000,518
11858,Customer 1857,9805165232V,32,business,301454,647
11859,Customer 1858,9617746926V,38,contract,102799,684
11860,Customer 1859,9340781088V,38,employed,63722,717
11861,Customer 1860,9216198604V,34,employed,102326,707
11862,Customer 1861,9475932035V,43,government,143327,632
11863,Customer 1862,9697285504V,43,employed,188184,729
11864,Customer 1863,9494665673V,18,employed,75676,676
11865,Customer 1864,9223357166V,48,business,238083,706
11866,Customer 1865,9918841563V,18,business,271959,620
11867,Customer 1866,9399110343V,45,employed,94854,798
11868,Customer 1867,9716435189V,46,self,86124,675
11869,Customer 1868,9342836476V,24,employed,78548,655
11870,Customer 1869,9966747347V,31,employed,111862,719
11871,Customer 1870,9560755939V,24,employed,118536,731
11872,Customer 1871,9702332331V,33,employed,146386,718
11873,Customer 1872,9924024405V,32,employed,163607,620
11874,Customer 1873,9978779150V,43,unemployed,12519,629
11875,Customer 1874,9767570850V,48,government,80980,679
11876,Customer 1875,9758819288V,49,student,29681,579
11877,Customer 1876,9824750726V,29,employed,131742,547
11878,Customer 1877,9790092970V,33,employed,129977,652
11879,Customer 1878,9697794767V,18,employed,106933,652
11880,Customer 1879,9128189836V,27,employed,124990,707
11881,Customer 1880,9753903309V,45,employed,180618,649
11882,Customer 1881,9806340901V,51,retired,67635,593
11883,Customer 1882,9990626742V,23,business,130131,685
11884,Customer 1883,9844609017V,29,government,124994,685
11885,Customer 1884,9387169808V,35,self,91507,616
11886,Customer 1885,9131088245V,38,contract,155470,645
11887,Customer 1886,9293720285V,27,employed,112668,573
11888,Customer 1887,9393421844V,39,employed,119208,717
11889,Customer 1888,9854517058V,30,employed,100707,669
11890,Customer 1889,9918630985V,35,retired,81980,674
11891,Customer 1890,9431769776V,40,unemployed,39598,617
11892,Customer 1891,9464883950V,35,employed,138025,648
11893,Customer 1892,9476908532V,31,contract,93311,656
11894,Customer 1893,9106556040V,34,retired,60736,682
11895,Customer 1894,9294782734V,34,employed,24628,850
11896,Customer 1895,9253815116V,31,employed,149806,709
11897,Customer 1896,9708082645V,32,employed,125367,612
11898,Customer 1897,9805818425V,51,unemployed,24283,665
11899,Customer 1898,9530338918V,41,employed,91542,743
11900,Customer 1899,9174716780V,32,retired,52311,693
11901,Customer 1900,9252336745V,42,employed,103559,654
11902,Customer 1901,9895609471V,32,student,45324,500
11903,Customer 1902,9779863265V,47,employed,104850,706
11904,Customer 1903,9132917811V,39,government,202480,659
11905,Customer 1904,9198524063V,34,retired,68617,637
11906,Customer 1905,9901131404V,39,retired,34486,737
11907,Customer 1906,9669601448V,19,contract,84858,733
11908,Customer 1907,9330997172V,24,employed,93933,651
11909,Customer 1908,9503935666V,23,business,10000,718
11910,Customer 1909,9550791704V,36,employed,183979,693
11911,Customer 1910,9587098457V,52,employed,148126,702
11912,Customer 1911,9466034277V,57,government,155996,651
11913,Customer 1912,9269016920V,41,employed,126616,667
11914,Customer 1913,9497341481V,40,self,30899,594
11915,Customer 1914,9434618074V,18,unemployed,15164,487
11916,Customer 1915,9874807770V,30,employed,153671,711
11917,Customer 1916,9448303473V,27,business,75902,639
11918,Customer 1917,9934120892V,29,employed,18729,625
11919,Customer 1918,9709448939V,33,employed,110916,607
11920,Customer 1919,9740190407V,30,employed,114330,589
11921,Customer 1920,9191221925V,18,contract,95423,523
11922,Customer 1921,9156488296V,42,contract,119141,647
11923,Customer 1922,9267052653V,24,contract,115504,482
11924,Customer 1923,9269017588V,37,unemployed,22588,588
11925,Customer 1924,9910069356V,56,employed,167821,708
11926,Customer 1925,9763398699V,26,employed,59241,674
11927,Customer 1926,9153432064V,18,business,200367,674
11928,Customer 1927,9823668399V,32,self,131327,643
11929,Customer 1928,9187597497V,46,employed,70418,694
11930,Customer 1929,9392168202V,55,employed,59885,693
11931,Customer 1930,9575788930V,23,government,117622,778
11932,Customer 1931,9810751262V,40,government,120154,792
11933,Customer 1932,9555282394V,30,employed,150137,770
11934,Customer 1933,9621475287V,34,self,69273,612
11935,Customer 1934,9751842899V,61,government,114310,745
11936,Customer 1935,9574641329V,20,government,121651,730
11937,Customer 1936,9544726404V,38,employed,164745,641
11938,Customer 1937,9393310667V,40,student,30196,527
11939,Customer 1938,9331465414V,46,employed,112830,657
11940,Customer 1939,9910614025V,36,employed,115600,616
11941,Customer 1940,9650127661V,38,retired,85841,607
11942,Customer 1941,9222210617V,31,government,117525,730
11943,Customer 1942,9470626529V,38,employed,172620,682
11944,Customer 1943,9561616250V,32,business,176840,672
11945,Customer 1944,9219066986V,41,government,135187,756
11946,Customer 1945,9404133583V,31,retired,110018,678
11947,Customer 1946,9828230915V,39,student,14165,630
11948,Customer 1947,9828519068V,35,government,129389,656
11949,Customer 1948,9736873048V,46,self,38378,615
11950,Customer 1949,9622517939V,34,employed,158098,681
11951,Customer 1950,9665791188V,18,employed,187568,807
11952,Customer 1951,9816328133V,48,employed,186797,757
11953,Customer 1952,9431162800V,26,government,176718,766
11954,Customer 1953,9148766522V,28,self,90119,578
11955,Customer 1954,9336779871V,29,employed,105390,689
11956,Customer 1955,9524410834V,49,employed,53153,729
11957,Customer 1956,9743520276V,18,self,201794,785
11958,Customer 1957,9158821683V,66,employed,138759,579
11959,Customer 1958,9108253947V,46,student,22621,624
11960,Customer 1959,9319497661V,37,employed,173122,744
11961,Customer 1960,9423646570V,34,government,110817,727
11962,Customer 1961,9326810757V,38,contract,106265,559
11963,Customer 1962,9923935280V,40,employed,113095,695
11964,Customer 1963,9247354744V,41,self,131934,686
11965,Customer 1964,9920511515V,41,employed,117457,691
11966,Customer 1965,9374361983V,36,government,96472,659
11967,Customer 1966,9410791488V,33,government,142267,651
11968,Customer 1967,9452318696V,33,employed,161955,707
11969,Customer 1968,9228832213V,33,self,98539,619
11970,Customer 1969,9108299923V,46,contract,121005,601
11971,Customer 1970,9634063428V,41,employed,78179,672
11972,Customer 1971,9902100304V,18,employed,118950,690
11973,Customer 1972,9562412302V,42,contract,65020,702
11974,Customer 1973,9288650860V,37,government,162409,628
11975,Customer 1974,9238712095V,35,contract,91260,562
11976,Customer 1975,9508244633V,31,government,160702,677
11977,Customer 1976,9671855941V,46,retired,81754,582
11978,Customer 1977,9855561271V,44,employed,147665,715
11979,Customer 1978,9347079497V,27,student,34097,460
11980,Customer 1979,9637152602V,39,contract,50072,682
11981,Customer 1980,9699924859V,25,government,139916,767
11982,Customer 1981,9994807263V,21,employed,98676,696
11983,Customer 1982,9817311263V,29,employed,106237,569
11984,Customer 1983,9965650861V,44,employed,105019,686
11985,Customer 1984,9480284107V,45,employed,80803,632
11986,Customer 1985,9177390472V,40,employed,41706,608
11987,Customer 1986,9526351920V,42,government,119956,735
11988,Customer 1987,9896760809V,40,government,145801,746
11989,Customer 1988,9145421708V,29,employed,66073,757
11990,Customer 1989,9568387228V,39,government,140470,683
11991,Customer 1990,9120123575V,43,employed,196011,690
11992,Customer 1991,9593657365V,43,employed,160922,780
11993,Customer 1992,9183604337V,47,employed,185742,806
11994,Customer 1993,9436146289V,42,self,119556,725
11995,Customer 1994,9718216692V,39,employed,166700,659
11996,Customer 1995,9560940492V,46,employed,91041,680
11997,Customer 1996,9715683222V,35,employed,94226,669
11998,Customer 1997,9534245762V,26,retired,10000,732
11999,Customer 1998,9861818706V,33,employed,167446,631
12000,Customer 1999,9787346882V,28,business,283226,689
